item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q709956,Johannes Vares,Q737115,Prime Minister of Estonia,1940-06-21,1940-08-25,,,,,,,,,,http://www.estonica.org/et/pildid/j_varese_nukuvalitsus/,,,Q709956-d0915a92-4426-7b33-c13a-8b4db84de162
Q12365481,Juhan Kartau,Q6866110,Minister of Education and Research,,,,,,,,,,,,,,,Q12365481-A02BA86C-B464-4D65-9775-9ADC96580B05
Q887260,Juhan Kukk,Q21103025,Minister of Finance,,,,,,,,,,,,,,,Q887260-4A030558-C3DE-4C82-BA42-9C8E24245D93
Q16404613,Juhan Narma,Q21121665,Minister of Economic Affairs and Communications,1940-06-21,1940-08-25,,,,,,,,,,,,,Q16404613-AB2FDCAB-AD19-434A-B4B3-29682572ABE2
Q312894,Juhan Parts,Q21121665,Minister of Economic Affairs and Communications,2007-04-06,2014-03-26,,,,Q465437,Urve Palo,Q15983657,Anne Sulling,,,,,,Q312894-B42E24BA-6AD0-468D-9C21-6130FCB3B169
Q312894,Juhan Parts,Q737115,Prime Minister of Estonia,2003-04-10,2005-04-12,,,15,Q156469,Siim Kallas,Q57640,Andrus Ansip,,,,,,Q312894-36274EDB-908B-4F61-88E2-FE6B44CC0ACF
Q1712982,Julius Seljamaa,Q1760777,Minister of Foreign Affairs,,,,,,,,,,,,,,,Q1712982-0A6D78FF-139F-4DB2-8A58-4D23275E8EE0
Q983831,Jürgen Ligi,Q3741249,Minister of Defence,2005-10-10,2007-04-05,,,,,,,,,,,,,Q983831-131151FC-6CF4-410C-917A-D5340F4B4844
Q983831,Jürgen Ligi,Q6866110,Minister of Education and Research,2015-04-09,2016-09-12,,,,Q12365130,Jevgeni Ossinovski,Q16405768,Maris Lauri,,,,,,Q983831-582923FE-0C19-4786-BBDD-F4452ED52B25
Q983831,Jürgen Ligi,Q21103025,Minister of Finance,2009-06-04,2014-11-03,,,,Q1398025,Ivari Padar,Q11158997,Sven Sester,,,,,,Q983831-0AC5C372-15E8-4E35-9111-7BADDE5C6D0F
Q983831,Jürgen Ligi,Q1760777,Minister of Foreign Affairs,2016-09-12,2016-11-23,,,,Q439111,Marina Kaljurand,Q2097451,Sven Mikser,,,,,,Q983831-f0ae27f3-4d46-7cb5-2d16-f9eed537bbbe
Q12365796,Jüri Adams,Q20528230,Minister of Justice,1994-11-08,1995-04-17,,,,Q7900720,Urmas Arumäe,,,,,,,,Q12365796-E1D7B02B-8B79-440C-96C4-EC3283F7CDB6
Q16404002,Jüri Annusson,Q6866110,Minister of Education and Research,1920-10-27,1921-01-27,,,,,,,,,,,,,Q16404002-AF4F3273-1991-47E6-93D6-AC4E5795B0CD
Q1433583,Jüri Luik,Q3741249,Minister of Defence,1993-08-01,1994-01-01,,,,Q1569349,Hain Rebas,Q12364503,Indrek Kannik,,,,,,Q1433583-1D372C16-73AC-465A-B4E1-1F9CD49C45E6
Q1433583,Jüri Luik,Q3741249,Minister of Defence,1999-03-25,2002-01-28,,,,,,,,,,,,,Q1433583-D8687FCF-7539-44CD-A023-0FA12B19D6D3
Q1433583,Jüri Luik,Q3741249,Minister of Defence,2017-06-12,2021-01-26,Q63343147,Jüri Ratas' second cabinet,,Q11716283,Margus Tsahkna,Q978349,Kalle Laanet,,,,,,Q1433583-01C4DAB8-5B72-446B-984F-56D35D78D5A1
Q1433583,Jüri Luik,Q3741249,Minister of Defence,2017-06-12,2021-01-26,Q27907838,Jüri Ratas' first cabinet,,Q11716283,Margus Tsahkna,Q978349,Kalle Laanet,,,,,,Q1433583-01C4DAB8-5B72-446B-984F-56D35D78D5A1
Q1433583,Jüri Luik,Q1760777,Minister of Foreign Affairs,1994-01-01,1995-04-01,,,,Q1387518,Trivimi Velliste,Q1406293,Riivo Sinijärv,,,,,,Q1433583-A6910C33-D8BF-4DC0-BC3C-4A6BB4FC93F9
Q6321970,Jüri Mõis,Q6866431,Minister of the Interior,1999-03-25,1999-11-05,,,,Q2018155,Olari Taal,,,,,,,,Q6321970-F633924E-6DDD-400A-A18F-1F697090953E
Q1424510,Jüri Pihl,Q6866431,Minister of the Interior,2007-04-05,2009-05-21,,,,Q978349,Kalle Laanet,Q1399189,Marko Pomerants,,,,,,Q1424510-6EB0017C-7624-4675-9732-F289A55333A6
Q1717901,Jüri Raidla,Q20528230,Minister of Justice,1990-04-03,1992-01-30,,,,,,,,,,,,,Q1717901-97925912-2313-49B9-8D26-43C9F4F87EE4
Q2621730,Jüri Ratas,Q737115,Prime Minister of Estonia,2016-11-23,2021-01-13,,,,Q3785077,Taavi Rõivas,Q11869065,Kaja Kallas,,,https://news.err.ee/1608071542/juri-ratas-resigns-as-prime-minister-following-loan-scandal,,,Q2621730-a9bc18b7-48da-8049-5937-7338d35a9280
Q887277,Jüri Uluots,Q12372129,Prime Minister in duties of the President,1940-06-20,1945-01-09,,,,Q299114,Konstantin Päts,Q725322,August Rei,,,,,,Q887277-FB1CDE4D-A528-4F3F-9B60-CC4436F264A4
Q887277,Jüri Uluots,Q737115,Prime Minister of Estonia,1939-10-12,1940-06-20,,,,Q126704,Kaarel Eenpalu,,,,,,,,Q887277-BB93058F-A696-417B-A868-5397A5424670
Q126704,Kaarel Eenpalu,Q6866431,Minister of the Interior,1920-07-28,1920-10-26,,,,,,,,,,,,,Q126704-C75FF03E-0EFC-41FA-AC1E-71444EAB6754
Q126704,Kaarel Eenpalu,Q6866431,Minister of the Interior,1921-01-25,1924-03-26,,,,,,,,,,,,,Q126704-de71e12b-4d91-05ee-5d7c-4e8323078da1
Q126704,Kaarel Eenpalu,Q6866431,Minister of the Interior,1924-12-16,1926-07-23,,,,,,,,,,,,,Q126704-78798409-49f0-b4fb-6b04-79c1f6c441cb
Q126704,Kaarel Eenpalu,Q6866431,Minister of the Interior,1934-08-25,1938-05-09,,,,,,,,,,,,,Q126704-af264f34-42d4-bc1e-b3c0-b8d290212790
Q126704,Kaarel Eenpalu,Q737115,Prime Minister of Estonia,1932-07-19,1932-11-01,,,,Q887238,Jaan Teemant,Q299114,Konstantin Päts,,,,,,Q126704-D9413AD9-A0FB-4618-8A57-15C9D8AF8007
Q126704,Kaarel Eenpalu,Q737115,Prime Minister of Estonia,1938-04-21,1939-10-12,,,,Q299114,Konstantin Päts,Q887277,Jüri Uluots,,,,,,Q126704-E00F0078-B1A4-4A20-BC03-A009D04779AB
Q13570003,Kadri Simson,Q16403845,Minister of Economic Affairs and Infrastructure,2016-11-23,2019-04-29,,,,Q1789192,Kristen Michal,Q16403144,Taavi Aas,,,,,,Q13570003-2b6fbac4-4893-206d-ffc8-a8df4aa05424
Q13603999,Kaia Iva,Q24060088,Minister of Social Protection,2016-11-23,2019-04-29,,,,Q11716283,Margus Tsahkna,,,,,,,,Q13603999-6e35dc71-445b-2564-35bd-b38492e6466b
Q16405936,Kaido Kama,Q20528230,Minister of Justice,1992-10-21,1994-05-23,,,,Q659781,Märt Rask,Q7900720,Urmas Arumäe,,,,,,Q16405936-46ebdee9-491a-9013-423a-788ff9aae436
Q16405936,Kaido Kama,Q6866431,Minister of the Interior,1994-11-04,1995-04-12,,,,Q21121859,Heiki Arike,Q355241,Edgar Savisaar,,,,,,Q16405936-f04ebcd1-489e-727e-cc15-8e85d34b736f
Q73278011,Kaimar Karu,Q63472711,Minister of Foreign Trade and Information Technology,2019-11-07,2020-04-20,Q63343147,Jüri Ratas' second cabinet,,Q62976082,Kert Kingo,Q91813940,Raul Siem,,,,,,Q73278011-4753275f-4155-64e4-f891-f867f74fc1a3
Q11869065,Kaja Kallas,Q737115,Prime Minister of Estonia,2021-01-26,,,,,Q2621730,Jüri Ratas,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Kaja Kallas,Peaminister,Q11869065-0551f3af-48c3-17fd-be15-1956c6fa1a79
Q12366158,Kalev Kallo,Q105474805,Minister of Transport and Communications,1995-04-17,1995-11-06,,,,,,,,,,,,,Q12366158-aa32bc04-4145-d92b-1c04-bb25f40ea4a2
Q16404517,Kalev Kukk,Q21121665,Minister of Economic Affairs and Communications,1995-11-06,1996-11-30,,,,,,,,,,,,,Q16404517-a7235df7-4063-8b36-7210-5028ce8dc828
Q978349,Kalle Laanet,Q3741249,Minister of Defence,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,Q1433583,Jüri Luik,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Kalle Laanet,Kaitseminister,Q978349-faf71ab3-4b1d-5055-9ad6-bbcc9c904eae
Q978349,Kalle Laanet,Q6866431,Minister of the Interior,2005-04-13,2007-04-05,,,,Q1783372,Margus Leivo,Q1424510,Jüri Pihl,,,,,,Q978349-9882491A-2A4A-4215-92F7-323B437B9CF4
Q12366400,Karl Friedrich Luts,Q6866110,Minister of Education and Research,,,,,,,,,,,,,,,Q12366400-6D315DEF-47CE-468A-BA57-63883D50E935
Q713980,Karl Robert Pusta,Q1760777,Minister of Foreign Affairs,1920-07-28,1920-07-30,,,,,,,,,,,,,Q713980-90B6510A-EA41-45CE-BDBF-D607A390B61F
Q713980,Karl Robert Pusta,Q1760777,Minister of Foreign Affairs,1924-06-06,1925-10-05,,,,,,,,,,,,,Q713980-6278fdca-4139-a2d0-9e29-cbc7e24128fb
Q1733006,Karl Selter,Q1760777,Minister of Foreign Affairs,1938-05-09,1939-10-12,,,,,,,,,,,,,Q1733006-F2C75003-1211-40BF-A578-704A93F194FE
Q12366476,Karl Soonpää,Q16402880,Minister of Agricultural Work,,,,,,,,,,,,,,,Q12366476-FEE56B3F-FA2E-4A3B-9A63-0B9194ADFE8A
Q16405510,Katri Raik,Q6866431,Minister of the Interior,2018-11-26,2019-04-29,,,,Q13234758,Andres Anvelt,Q1453245,Mart Helme,,,https://news.err.ee/879998/katri-raik-appointed-new-interior-minister,,,Q16405510-429c25c1-4496-7b68-5277-2df5d483d45a
Q535426,Katrin Saks,Q24061775,Minister of Population and Ethnic Affairs,1999-03-25,2002-01-28,,,,,,,,,,,,,Q535426-63341e07-4edc-deff-a815-85483609a97e
Q458003,Keit Pentus-Rosimannus,Q21103025,Minister of Finance,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,Q12369924,Martin Helme,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Keit Pentus-Rosimannus,Rahandusminister,Q458003-73ef823f-4d27-7be7-811d-b128aef3f1d7
Q458003,Keit Pentus-Rosimannus,Q1760777,Minister of Foreign Affairs,2014-11-17,2015-07-01,,,,Q58100,Urmas Paet,Q439111,Marina Kaljurand,,,,,,Q458003-560CD4A0-98FD-43F9-B523-E0B48CC5CD46
Q458003,Keit Pentus-Rosimannus,Q12361541,Minister of the Environment,2011-04-06,2014-11-17,,,,,,,,,,,,,Q458003-E81D9168-0120-4F61-B88C-6C9EE500A03B
Q1385792,Ken-Marti Vaher,Q20528230,Minister of Justice,2003-04-10,2005-04-13,,,,Q659781,Märt Rask,,,,,,,,Q1385792-4CF86336-C7CF-4A35-B59D-36101A1E2BC7
Q1385792,Ken-Marti Vaher,Q6866431,Minister of the Interior,2011-04-06,2014-03-26,,,,Q1399189,Marko Pomerants,Q1399218,Hanno Pevkur,,,,,,Q1385792-4FF923E9-B68C-40BD-8B79-F4CD4046EEC4
Q62976082,Kert Kingo,Q63472711,Minister of Foreign Trade and Information Technology,2019-05-16,2019-10-25,Q63343147,Jüri Ratas' second cabinet,,Q62933420,Marti Kuusik,Q73278011,Kaimar Karu,,,,,,Q62976082-a725fa48-435a-9976-a147-5991f935fa0a
Q729323,Konstantin Konik,Q6866110,Minister of Education and Research,,,,,,,,,,,,,,,Q729323-D8C38140-99A6-4C4A-95D5-F7422294BD96
Q299114,Konstantin Päts,Q6866431,Minister of the Interior,1918-02-24,1918-11-27,,,1,,,Q16407072,August Peet,,,,,,Q299114-D1CFC804-D659-42DC-912D-D1BC32EB7B16
Q299114,Konstantin Päts,Q737115,Prime Minister of Estonia,1934-01-24,1937-09-03,,,6,Q493018,State Elder,Q7241200,President-Regent,,,,,,Q299114-2CCDFCEF-D873-4622-874F-37CB79D8580E
Q16407300,Konstantin Treffner,Q6866110,Minister of Education and Research,1919-11-19,1920-08-02,,,,,,,,,,,,,Q16407300-D6DF5561-3CAE-4503-A9AC-472A196AE451
Q1789192,Kristen Michal,Q16403845,Minister of Economic Affairs and Infrastructure,2015-04-09,2016-11-23,,,,Q465437,Urve Palo,Q13570003,Kadri Simson,,,,,,Q1789192-F0B26D6B-A97C-4E1E-8B2D-25DB57FFDF28
Q1789192,Kristen Michal,Q20528230,Minister of Justice,2011-04-06,2012-12-10,,,,Q998617,Rein Lang,Q1399218,Hanno Pevkur,,,,,,Q1789192-C5A908C6-F205-44DA-83FF-EDE59A81384E
Q98122403,Kristian Jaani,Q6866431,Minister of the Interior,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,Q16405586,Alar Laneman,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Kristian Jaani,Siseminister,Q98122403-fd4e9e25-4733-fa70-fddd-8ebf41869c2e
Q438802,Kristiina Ojuland,Q1760777,Minister of Foreign Affairs,2002-01-28,2005-02-10,,,,Q57289,Toomas Hendrik Ilves,Q1676748,Jaak Jõerüüt,,,,,,Q438802-69FC21BF-AF1B-4441-8916-3B6A25DAEE01
Q293127,Lagle Parek,Q6866431,Minister of the Interior,1992-10-21,1993-11-27,,,,Q24059521,Robert Närska,Q21121859,Heiki Arike,,,,,,Q293127-7671B766-3E39-4DBC-A5F9-795741531ED2
Q449939,Laine Randjärv,Q16402952,Minister of Culture,2007-04-05,2011-04-06,,,,Q16408011,Raivo Palmaru,Q998617,Rein Lang,,,,,,Q449939-D5B6833B-D341-46F2-BEF0-028692D3E63F
Q16406313,Laur Karu,Q16402881,Minister of Social Affairs,1992-03-12,1992-10-21,,,,,,,,,,,,,Q16406313-68A2CE79-AF40-41BE-8623-B82D1ADB4566
Q153149,Lennart Meri,Q1760777,Minister of Foreign Affairs,1990-04-01,1992-03-01,,,,Q1727216,Olev Olesk,Q1530269,Jaan Manitski,,,,,,Q153149-80BC21AE-A7DD-4893-9452-7523D1D0ED5A
Q1818740,Leo Sepp,Q21103025,Minister of Finance,,,,,,,,,,,,,,,Q1818740-D104303A-1AC1-4EDD-B73A-2FC171F1F1E3
Q16404758,Leopold Johanson,Q6866110,Minister of Education and Research,,,,,,,,,,,,,,,Q16404758-46ED9177-B712-41A5-AB0B-7F7E91D85E9E
Q724205,Lepo Sumera,Q16402952,Minister of Culture,1990-04-10,1992-01-29,,,,,,,,,,,,,Q724205-1653277D-8E00-4DAD-B6A0-552D52677AB1
Q955751,Liia Hänni,Q106996576,Minister of Reform,1992-01-01,1995-01-01,,,,,,,,,,,,,Q955751-eff4332f-422e-9ebe-28c5-1ce360b18291
Q20933509,Liina Kersna,Q6866110,Minister of Education and Research,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,Q1375585,Jaak Aab,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Liina Kersna,Haridus- ja teadusminister,Q20933509-aa986fe2-4e0e-03f9-b0c9-50a23aa160c9
Q1340201,Liina Tõnisson,Q21121665,Minister of Economic Affairs and Communications,2002-01-28,2003-04-10,,,,,,,,,,,,,Q1340201-79db692f-487c-6084-481c-702e8a372ddb
Q21009735,Liisa Oviir,Q20933474,Minister of Entrepreneurship and Information Technology,2015-09-14,2016-11-23,Q19776482,Taavi Rõivas' second cabinet,,Q465437,Urve Palo,Q465437,Urve Palo,,,,,,Q21009735-6989304e-4643-7be9-a531-59c4cc22c55e
Q16405865,Lui Olesk,Q6866431,Minister of the Interior,1920-10-26,1921-01-25,,,,Q126704,Kaarel Eenpalu,Q126704,Kaarel Eenpalu,,,,,,Q16405865-FDFEB6A9-F373-4A6A-B3E2-833AEF234A95
Q23727172,Madis Üürike,Q21103025,Minister of Finance,1992-10-21,1994-01-07,,,,Q17447012,Rein Miller,Q1594612,Heiki Kranich,,,,,,Q23727172-ee6f99e5-46ce-d0f2-b28b-ebd4ff9df116
Q449851,Mailis Reps,Q6866110,Minister of Education and Research,2002-01-28,2003-04-10,,,,,,,,,,,,,Q449851-d596ce85-4019-3eab-3ee6-9d30a4a5acc3
Q449851,Mailis Reps,Q6866110,Minister of Education and Research,2005-04-13,2007-04-05,,,,,,,,,,,,,Q449851-4E436A8C-A62E-4CB6-8BDF-8F328CB6E33D
Q449851,Mailis Reps,Q6866110,Minister of Education and Research,2016-11-23,2019-04-29,Q27907838,Jüri Ratas' first cabinet,,Q16405768,Maris Lauri,,,,,,,,Q449851-e4e10c55-4cbd-1bef-eebd-7acaa89f372e
Q449851,Mailis Reps,Q6866110,Minister of Education and Research,2019-04-29,2020-11-21,Q63343147,Jüri Ratas' second cabinet,,,,,,,,https://www.err.ee/1161748/president-vabastas-mailis-repsi-ministriametist,,,Q449851-81dfe449-41d8-0d58-84f1-e6b742bfa90a
Q1885929,Mait Klaassen,Q6866110,Minister of Education and Research,1997-03-17,1999-03-25,,,,,,,,,,,,,Q1885929-42CF3083-18AA-4AC7-9DA7-084235B8283F
Q11049012,Mait Mihkel Mathiesen,Q1760777,Minister of Foreign Affairs,,,Q12371258,Nõmme government,,,,,,,,,,,Q11049012-f90c8eb0-356a-4d87-b74a-ed0b5dd96753
Q509232,Maret Maripuu,Q16402881,Minister of Social Affairs,2007-04-05,2009-02-23,,,,,,,,,,,,,Q509232-E23D9CB0-D387-442D-95E4-7ADFAAEF6F28
Q16403775,Margus Allikmaa,Q16402952,Minister of Culture,2002-09-04,2003-04-09,,,,,,,,,,,,,Q16403775-0C575036-CA7F-41F7-8493-4F22F610B1AB
Q6760839,Margus Hanson,Q3741249,Minister of Defence,2003-04-10,2004-11-22,,,,,,,,,,,,,Q6760839-D8566280-36EB-4FF9-AFDA-210E7CB38A68
Q1783372,Margus Leivo,Q6866431,Minister of the Interior,2003-04-10,2005-04-13,,,,Q934755,Toomas Varek,,,,,,,,Q1783372-62457BB6-501A-435C-843B-04E1A83F2ED6
Q11716283,Margus Tsahkna,Q3741249,Minister of Defence,2016-11-23,2017-06-12,,,,Q17446918,Hannes Hanso,Q1433583,Jüri Luik,,,,,,Q11716283-d38ae8db-4545-c27b-e90c-741077e0da34
Q11716283,Margus Tsahkna,Q24060088,Minister of Social Protection,2015-04-09,2016-11-23,,,,Q13628736,Helmen Kütt,Q13603999,Kaia Iva,,,,,,Q11716283-7b38f82b-42c3-ff47-24bf-b6dd933bda52
Q439111,Marina Kaljurand,Q1760777,Minister of Foreign Affairs,2015-07-16,2016-09-12,,,28,Q458003,Keit Pentus-Rosimannus,Q983831,Jürgen Ligi,,,,,,Q439111-ED009B6A-4E45-46ED-B5CD-84D4184593BF
Q16405768,Maris Lauri,Q6866110,Minister of Education and Research,2016-09-12,2016-11-23,,,,Q983831,Jürgen Ligi,Q449851,Mailis Reps,,,,,,Q16405768-2de75068-4812-9ee3-2d42-ea0aae869abf
Q16405768,Maris Lauri,Q21103025,Minister of Finance,2014-11-03,2015-03-30,,,,Q983831,Jürgen Ligi,Q11158997,Sven Sester,,,,,,Q16405768-79fa5232-4885-80a0-dc3b-55bf64f7d4e1
Q16405768,Maris Lauri,Q20528230,Minister of Justice,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,Q12373459,Raivo Aeg,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Maris Lauri,Justiitsminister,Q16405768-e2f16b12-4bcb-7876-d33e-ef335e94d5d7
Q468690,Marju Lauristin,Q16402881,Minister of Social Affairs,1992-10-22,1994-09-20,,,,,,Q2443012,Toomas Vilosius,,,,,,Q468690-968F6296-F0D3-426D-B96E-2C27B213B4B6
Q1399189,Marko Pomerants,Q16402881,Minister of Social Affairs,2003-04-10,2005-04-13,,,,,,,,,,,,,Q1399189-9F136CDD-6867-44C5-A851-BFFA2198DA53
Q1399189,Marko Pomerants,Q12361541,Minister of the Environment,2015-04-09,2017-06-12,,,,Q12369996,Mati Raidma,Q743341,Siim-Valmar Kiisler,,,,,,Q1399189-5DA18A2E-6F1A-4831-88DA-90BBC8C55D1E
Q1399189,Marko Pomerants,Q6866431,Minister of the Interior,2009-07-03,2011-04-05,,,,,,,,,,,,,Q1399189-24C97D69-9E22-4DD8-9EC4-87A61C0ADC54
Q1453245,Mart Helme,Q6866431,Minister of the Interior,2019-04-29,2020-11-09,Q63343147,Jüri Ratas' second cabinet,,Q16405510,Katri Raik,Q16405586,Alar Laneman,,,https://news.err.ee/1156858/minister-of-interior-mart-helme-resigns,,,Q1453245-854e4a57-43c4-c345-9469-67b22b910779
Q62930911,Mart Järvik,Q24060239,Minister of Rural Affairs,2019-04-29,2019-11-25,Q63343147,Jüri Ratas' second cabinet,,Q12376376,Tarmo Tamm,Q78076303,Arvo Aller,,,,,,Q62930911-bcf6fc7f-48e3-6c3b-60d4-9fd1dd0907bc
Q307473,Mart Laar,Q3741249,Minister of Defence,2011-04-06,2012-05-11,,,,,,Q645970,Urmas Reinsalu,,,,,,Q307473-A1CAD4BE-1E00-4F76-9F5F-C772605F1141
Q307473,Mart Laar,Q737115,Prime Minister of Estonia,1992-10-21,1994-11-08,,,,Q725427,Tiit Vähi,Q463099,Andres Tarand,,,,,,Q307473-15b8e5c5-49e9-e188-4413-b0368dee40be
Q307473,Mart Laar,Q737115,Prime Minister of Estonia,1999-03-25,2002-01-28,,,,Q470939,Mart Siimann,Q156469,Siim Kallas,,,,,,Q307473-e414acbc-4df8-2587-4781-09c10a9aacdb
Q1902900,Mart Opmann,Q21103025,Minister of Finance,1995-04-17,1999-03-25,,,,,,Q156469,Siim Kallas,,,,,,Q1902900-E7C4C84B-F07D-41FF-9C01-EB4ED83AF4F1
Q470939,Mart Siimann,Q737115,Prime Minister of Estonia,1997-03-17,1999-03-25,,,,Q725427,Tiit Vähi,Q307473,Mart Laar,,,,,,Q470939-92200524-46cf-3018-09ed-4367f91987a7
Q62933420,Marti Kuusik,Q63472711,Minister of Foreign Trade and Information Technology,2019-04-29,2019-04-30,Q63343147,Jüri Ratas' second cabinet,,,,,,,,,,,Q62933420-c4762ba5-4fce-7471-70fd-5f6e8231efb9
Q12369924,Martin Helme,Q21103025,Minister of Finance,2019-04-29,2021-01-26,Q63343147,Jüri Ratas' second cabinet,,,,Q458003,Keit Pentus-Rosimannus,,,,,,Q12369924-bfe4586a-4262-924a-692c-53bbab3c9708
Q20933560,Martin Repinski,Q24060239,Minister of Rural Affairs,2016-11-23,2016-12-09,,,,Q3741429,Urmas Kruuse,Q12376376,Tarmo Tamm,,,,,,Q20933560-ff17230d-47e7-420b-33eb-190b392edc17
Q12369996,Mati Raidma,Q12361541,Minister of the Environment,2014-11-17,2015-04-09,,,,,,,,,,,,,Q12369996-b23388d5-4d5b-6aaf-a9cf-170979e9affe
Q1916766,Meelis Atonen,Q21121665,Minister of Economic Affairs and Communications,2003-04-10,2004-09-13,,,,,,,,,,,,,Q1916766-C4311249-9270-41DA-A98F-7F52EA49F401
Q16404020,Mihhail Korb,Q20528404,Minister of Public Administration,2016-11-23,2017-06-12,,,,Q616356,Arto Aas,Q1375585,Jaak Aab,,,,,,Q16404020-9f53838d-495f-7736-c9dc-25fa7d734716
Q12370291,Mihkel Juhkam,Q3741249,Minister of Defence,1928-12-04,1929-03-31,,,,,,,,,,,,,Q12370291-BFB6503D-7633-4999-B4BD-7F13C2DD17C0
Q1932854,Mihkel Pung,Q1760777,Minister of Foreign Affairs,,,,,,,,,,,,,,,Q1932854-F188A902-5656-43A9-AEE7-F21BAC6CAEEC
Q12370314,Mihkel Pärnoja,Q21121665,Minister of Economic Affairs and Communications,1999-03-25,2001-10-05,,,,,,,,,,,,,Q12370314-07ef9140-41e3-ef54-d067-ab5ec8765176
Q12370321,Mihkel Truusööt,Q21121665,Minister of Economic Affairs and Communications,1953-01-14,1956-09-10,,,,,,,,,,,,,Q12370321-A14EE06C-2E0A-4A61-A394-1D046CFA7296
Q659781,Märt Rask,Q20528230,Minister of Justice,1992-01-30,1992-10-21,,,,Q1717901,Jüri Raidla,Q16405936,Kaido Kama,,,,,,Q659781-fb3f6ecd-4ef3-6541-89bd-f911d132d401
Q659781,Märt Rask,Q20528230,Minister of Justice,1999-03-25,2003-04-10,,,,Q449663,Paul Varul,Q1385792,Ken-Marti Vaher,,,,,,Q659781-eb07e999-4766-0418-72e3-70aa04a7c8c1
Q659781,Märt Rask,Q6866431,Minister of the Interior,1995-11-06,1996-12-01,,,,Q355241,Edgar Savisaar,Q1406293,Riivo Sinijärv,,,,,,Q659781-9080548d-40a5-52a5-a3be-66606a4c90d2
Q12371039,Nikolai Kann,Q6866110,Minister of Education and Research,1933-10-21,1936-03-31,,,,,,,,,,,,,Q12371039-D1499AB6-6485-4EA9-B734-5211B6525AD1
Q11001286,Nikolai Köstner,Q21121665,Minister of Economic Affairs and Communications,,,,,,,,,,,,,,,Q11001286-DD101F54-F93C-47B4-B8CC-41138D0ACB90
Q1234774,Nikolai Reek,Q3741249,Minister of Defence,1927-03-04,1928-12-04,,,,,,,,,,,,,Q1234774-5531D2BD-0C75-4B9C-927C-E59EE391089F
Q16408504,Nikolai Talts,Q16402880,Minister of Agricultural Work,,,,,,,,,,,,,,,Q16408504-85234479-2240-44C6-B7EE-6052A9A3782D
Q2018155,Olari Taal,Q6866431,Minister of the Interior,1998-01-29,1999-03-25,,,,,,,,,,,,,Q2018155-0FDB88CB-8FBA-47BE-985C-C09F5220C011
Q11797828,Olev Laanjärv,Q6866431,Minister of the Interior,1990-04-17,1992-01-30,,,,,,Q24059521,Robert Närska,,,,,,Q11797828-7ADA0735-40F0-4985-B136-002C52E84FBE
Q1727216,Olev Olesk,Q1760777,Minister of Foreign Affairs,1990-01-01,1992-01-01,,,,Q1332782,Elmar Lipping,Q153149,Lennart Meri,,,,,,Q1727216-ac690c0e-4317-b4bb-d7f4-b4903149550b
Q12371579,Oskar Kask,Q16402881,Minister of Social Affairs,1936-01-01,1940-01-01,,,,,,,,,,,,,Q12371579-052645B2-EB10-4C97-8365-DDF7263125D2
Q2033805,Oskar Köster,Q16402880,Minister of Agricultural Work,,,,,,,,,,,,,,,Q2033805-79984E35-BBEC-41CA-9A7E-77C0CDF7679B
Q2033805,Oskar Köster,Q3741249,Minister of Defence,1929-07-09,1931-02-12,,,,,,,,,,,,,Q2033805-CC8F9B28-F2C9-4CF4-BEA3-8AC86812EC78
Q16407298,Oskar Lõvi,Q21121665,Minister of Economic Affairs and Communications,,,,,,,,,,,,,,,Q16407298-F281C8CF-862B-41C9-874C-A54E96733084
Q16405639,Oskar Suursööt,Q21121665,Minister of Economic Affairs and Communications,,,,,,,,,,,,,,,Q16405639-CEDAD0CA-68DD-48D3-AD2D-C088DE424435
Q887019,Otto Strandman,Q16402880,Minister of Agricultural Work,,,,,,,,,,,,,,,Q887019-0517D885-4214-4DCD-BD52-D63B6A4B1A9E
Q887019,Otto Strandman,Q1760777,Minister of Foreign Affairs,1920-10-26,1921-01-14,,,,,,,,,,,,,Q887019-43142180-DE7C-4886-BB38-3363B1C2E7FD
Q887019,Otto Strandman,Q737115,Prime Minister of Estonia,1919-05-09,1919-11-18,,,,Q299114,Konstantin Päts,Q710956,Jaan Tõnisson,,,,,,Q887019-3FB04270-17EE-49FF-A072-4919C756902D
Q1375532,Otto Tief,Q6866431,Minister of the Interior,1944-09-18,1953-01-12,,,,,,,,,,,,,Q1375532-6012D110-7B4A-40B8-8ECF-C53173DAB4B2
Q1375532,Otto Tief,Q737115,Prime Minister of Estonia,1944-09-18,1944-09-25,,,,,,,,,,,,,Q1375532-039930E0-FA67-4548-9BC1-D9BD66062A67
